problem   ,criterion ,notape,tape,ratio,routes,iterations,clients,maxroutes,current,total
 A-N33-K6  , RERF      ,1.451,4.096,2.82288077188146,4,28,33,0,19,30
 A-N33-K6  , RERF      ,0.938,2.717,2.89658848614072,4,21,33,0,20,30
 A-N33-K6  , RERF      ,1.084,2.852,2.6309963099631,4,20,33,0,21,30
 A-N33-K6  , RERF      ,1.572,4.076,2.59287531806616,4,26,33,0,22,30
 A-N33-K6  , RERF      ,1.173,3.158,2.692242114237,4,25,33,0,23,30
 A-N33-K6  , RERF      ,1.932,4.703,2.43426501035197,4,30,33,0,24,30
 A-N33-K6  , RERF      ,1.641,4.27,2.60207190737355,4,28,33,0,25,30
 A-N33-K6  , RERF      ,1.176,3.055,2.59778911564626,4,23,33,0,26,30
 A-N33-K6  , RERF      ,1.269,3.994,3.14736012608353,4,24,33,0,27,30
 A-N33-K6  , RERF      ,0.906,2.481,2.73841059602649,4,24,33,0,28,30
 A-N33-K6  , RERF      ,1.033,2.986,2.89060987415295,4,24,33,0,29,30
 A-N33-K6  , RERF      ,1.727,3.668,2.12391430225825,4,25,33,0,30,30
 A-N33-K6  , REREG     ,0.799,1.188,1.48685857321652,20,17,33,1,1,30
 A-N33-K6  , REREG     ,1.013,1.956,1.93089832181639,19,19,33,1,2,30
 A-N33-K6  , REREG     ,3.037,4.216,1.38821205136648,13,22,33,1,3,30
 A-N33-K6  , REREG     ,2.173,3.325,1.53014265991717,19,29,33,1,4,30
 A-N33-K6  , REREG     ,1.662,3.125,1.88026474127557,16,24,33,1,5,30
 A-N33-K6  , REREG     ,1.682,3.268,1.94292508917955,17,22,33,1,6,30
 A-N33-K6  , REREG     ,1.566,2.39,1.52618135376756,19,21,33,1,7,30
 A-N33-K6  , REREG     ,2.221,3.801,1.71139126519586,15,24,33,1,8,30
 A-N33-K6  , REREG     ,0.587,1.058,1.80238500851789,22,16,33,1,9,30
 A-N33-K6  , REREG     ,0.962,1.887,1.96153846153846,16,17,33,1,10,30
 A-N33-K6  , REREG     ,1.444,2.472,1.71191135734072,17,18,33,1,11,30
 A-N33-K6  , REREG     ,1.939,2.89,1.49045899948427,16,17,33,1,12,30
 A-N33-K6  , REREG     ,2.199,4.055,1.84402000909504,14,26,33,1,13,30
 A-N33-K6  , REREG     ,1.365,2.76,2.02197802197802,17,17,33,1,14,30
 A-N33-K6  , REREG     ,2.074,3.935,1.89729990356798,13,21,33,1,15,30
 A-N33-K6  , REREG     ,2.642,4.345,1.6445874337623,12,24,33,1,16,30
 A-N33-K6  , REREG     ,1.981,3.843,1.93992932862191,14,20,33,1,17,30
 A-N33-K6  , REREG     ,1.252,2.241,1.78993610223642,18,19,33,1,18,30
 A-N33-K6  , REREG     ,0.995,2.04,2.05025125628141,17,20,33,1,19,30
 A-N33-K6  , REREG     ,0.679,1.488,2.19145802650957,21,17,33,1,20,30
 A-N33-K6  , REREG     ,1.829,3.49,1.90814652815746,14,19,33,1,21,30
 A-N33-K6  , REREG     ,1.111,2.174,1.95679567956796,17,19,33,1,22,30
 A-N33-K6  , REREG     ,1.401,2.553,1.82226980728051,17,15,33,1,23,30
 A-N33-K6  , REREG     ,0.703,1.279,1.81934566145092,22,21,33,1,24,30
 A-N33-K6  , REREG     ,1.796,3.125,1.73997772828508,16,18,33,1,25,30
 A-N33-K6  , REREG     ,1.046,1.886,1.80305927342256,20,15,33,1,26,30
 A-N33-K6  , REREG     ,2.573,4.917,1.91099883404586,15,26,33,1,27,30
 A-N33-K6  , REREG     ,3.481,5.503,1.58086756679115,13,23,33,1,28,30
 A-N33-K6  , REREG     ,2.611,4.858,1.86058981233244,13,17,33,1,29,30
 A-N33-K6  , REREG     ,2.953,5.211,1.7646461225872,16,25,33,1,30,30
 A-N33-K6  , REREG     ,18.483,34.224,1.85164745982795,4,21,33,0,1,30
 A-N33-K6  , REREG     ,21.099,27.378,1.29759704251386,4,19,33,0,2,30
 A-N33-K6  , REREG     ,18.552,31.683,1.70779430789133,4,21,33,0,3,30
 A-N33-K6  , REREG     ,25.787,33.826,1.3117462287199,4,25,33,0,4,30
 A-N33-K6  , REREG     ,16.718,27.276,1.63153487259242,4,22,33,0,5,30
 A-N33-K6  , REREG     ,16.817,29.492,1.75370161146459,4,21,33,0,6,30
 A-N33-K6  , REREG     ,13.823,21.401,1.54821674021558,4,20,33,0,7,30
 A-N33-K6  , REREG     ,18.174,28.003,1.54082755584902,4,25,33,0,8,30
 A-N33-K6  , REREG     ,12.889,20.354,1.57917604158585,4,21,33,0,9,30
 A-N33-K6  , REREG     ,15.123,23.341,1.5434106989354,4,21,33,0,10,30
 A-N33-K6  , REREG     ,18.185,28.037,1.54176519109156,4,24,33,0,11,30
 A-N33-K6  , REREG     ,15.147,23.541,1.55416914240444,4,21,33,0,12,30
 A-N33-K6  , REREG     ,16.443,25.404,1.54497354497354,4,25,33,0,13,30
 A-N33-K6  , REREG     ,20.591,30.629,1.48749453644796,4,21,33,0,14,30
 A-N33-K6  , REREG     ,15.561,24.008,1.54283143756828,4,22,33,0,15,30
 A-N33-K6  , REREG     ,18.608,28.166,1.51365004299226,4,23,33,0,16,30
 A-N33-K6  , REREG     ,14.794,22.932,1.55008787346221,4,21,33,0,17,30
 A-N33-K6  , REREG     ,15.298,23.419,1.53085370636685,4,20,33,0,18,30
 A-N33-K6  , REREG     ,12.475,19.706,1.57963927855711,4,20,33,0,19,30
 A-N33-K6  , REREG     ,14.723,22.14,1.50376961217143,4,18,33,0,20,30
 A-N33-K6  , REREG     ,18.067,27.263,1.50899429899817,4,22,33,0,21,30
 A-N33-K6  , REREG     ,15.853,24.696,1.55781240143821,4,22,33,0,22,30
 A-N33-K6  , REREG     ,18.097,27.821,1.53732662872299,4,25,33,0,23,30
 A-N33-K6  , REREG     ,18.228,27.355,1.50071318850121,4,20,33,0,24,30
 A-N33-K6  , REREG     ,17.654,27.161,1.53851818284808,4,25,33,0,25,30
 A-N33-K6  , REREG     ,13.668,21.218,1.55238513315774,4,20,33,0,26,30
 A-N33-K6  , REREG     ,16.957,26.448,1.55970985433744,4,28,33,0,27,30
 A-N33-K6  , REREG     ,15.326,23.37,1.52485971551612,4,20,33,0,28,30
 A-N33-K6  , REREG     ,14.934,22.747,1.52316860854426,4,19,33,0,29,30
 A-N33-K6  , REREG     ,16.629,25.339,1.52378375127789,4,22,33,0,30,30
 A-N32-K5  , RAB       ,0.001,0.012,12,17,5,32,1,1,30
 A-N32-K5  , RAB       ,0.003,0.009,3,13,7,32,1,2,30
 A-N32-K5  , RAB       ,0.002,0.003,1.5,19,5,32,1,3,30
 A-N32-K5  , RAB       ,0.001,0.003,3,18,5,32,1,4,30
 A-N32-K5  , RAB       ,0.003,0.003,1,16,5,32,1,5,30
 A-N32-K5  , RAB       ,0.002,0.005,2.5,18,5,32,1,6,30
 A-N32-K5  , RAB       ,0.001,0.002,2,17,4,32,1,7,30
 A-N32-K5  , RAB       ,0.002,0.004,2,18,5,32,1,8,30
 A-N32-K5  , RAB       ,0.002,0.003,1.5,17,5,32,1,9,30
 A-N32-K5  , RAB       ,0.001,0.002,2,17,4,32,1,10,30
 A-N32-K5  , RAB       ,0.002,0.003,1.5,21,3,32,1,11,30
 A-N32-K5  , RAB       ,0.004,0.008,2,13,8,32,1,12,30
 A-N32-K5  , RAB       ,0.002,0.002,1,17,4,32,1,13,30
 A-N32-K5  , RAB       ,0.001,0.002,2,19,4,32,1,14,30
 A-N32-K5  , RAB       ,0.002,0.002,1,16,4,32,1,16,30
 A-N32-K5  , RAB       ,0.003,0.008,2.66666666666667,16,7,32,1,17,30
 A-N32-K5  , RAB       ,0.001,0.002,2,19,3,32,1,18,30
 A-N32-K5  , RAB       ,0.002,0.005,2.5,13,6,32,1,19,30
 A-N32-K5  , RAB       ,0.001,0.002,2,17,4,32,1,20,30
 A-N32-K5  , RAB       ,0.001,0.002,2,19,3,32,1,21,30
 A-N32-K5  , RAB       ,0.001,0.003,3,17,5,32,1,22,30
 A-N32-K5  , RAB       ,0.003,0.003,1,13,5,32,1,23,30
 A-N32-K5  , RAB       ,0.002,0.004,2,16,4,32,1,24,30
 A-N32-K5  , RAB       ,0.003,0.005,1.66666666666667,13,6,32,1,25,30
 A-N32-K5  , RAB       ,0.002,0.004,2,16,6,32,1,26,30
 A-N32-K5  , RAB       ,0.001,0.002,2,15,4,32,1,27,30
 A-N32-K5  , RAB       ,0.002,0.003,1.5,15,3,32,1,28,30
 A-N32-K5  , RAB       ,0.003,0.005,1.66666666666667,14,6,32,1,29,30
 A-N32-K5  , RAB       ,0.001,0.006,6,17,4,32,1,30,30
 A-N32-K5  , RAB       ,0.009,0.033,3.66666666666667,4,16,32,0,1,30
 A-N32-K5  , RAB       ,0.014,0.046,3.28571428571429,4,20,32,0,2,30
 A-N32-K5  , RAB       ,0.013,0.04,3.07692307692308,4,18,32,0,3,30
 A-N32-K5  , RAB       ,0.016,0.039,2.4375,4,18,32,0,4,30
 A-N32-K5  , RAB       ,0.011,0.038,3.45454545454545,4,17,32,0,5,30
 A-N32-K5  , RAB       ,0.015,0.032,2.13333333333333,4,16,32,0,6,30
 A-N32-K5  , RAB       ,0.011,0.04,3.63636363636364,4,18,32,0,7,30
 A-N32-K5  , RAB       ,0.013,0.045,3.46153846153846,4,19,32,0,8,30
 A-N32-K5  , RAB       ,0.013,0.036,2.76923076923077,4,19,32,0,9,30
 A-N32-K5  , RAB       ,0.012,0.036,3,4,15,32,0,10,30
 A-N32-K5  , RAB       ,0.015,0.043,2.86666666666667,4,18,32,0,11,30
 A-N32-K5  , RAB       ,0.014,0.033,2.35714285714286,4,16,32,0,12,30
 A-N32-K5  , RAB       ,0.01,0.039,3.9,4,17,32,0,13,30
 A-N32-K5  , RAB       ,0.015,0.052,3.46666666666667,4,22,32,0,14,30
 A-N32-K5  , RAB       ,0.014,0.044,3.14285714285714,4,19,32,0,15,30
 A-N32-K5  , RAB       ,0.017,0.042,2.47058823529412,4,19,32,0,16,30
 A-N32-K5  , RAB       ,0.011,0.031,2.81818181818182,4,16,32,0,17,30
 A-N32-K5  , RAB       ,0.016,0.04,2.5,4,16,32,0,18,30
 A-N32-K5  , RAB       ,0.013,0.044,3.38461538461538,4,19,32,0,19,30
 A-N32-K5  , RAB       ,0.014,0.034,2.42857142857143,4,16,32,0,20,30
 A-N32-K5  , RAB       ,0.014,0.04,2.85714285714286,4,19,32,0,21,30
 A-N32-K5  , RAB       ,0.014,0.036,2.57142857142857,4,17,32,0,22,30
 A-N32-K5  , RAB       ,0.014,0.031,2.21428571428571,4,17,32,0,23,30
 A-N32-K5  , RAB       ,0.009,0.037,4.11111111111111,4,16,32,0,24,30
 A-N32-K5  , RAB       ,0.015,0.039,2.6,4,19,32,0,25,30
 A-N32-K5  , RAB       ,0.013,0.039,3,4,18,32,0,26,30
 A-N32-K5  , RAB       ,0.014,0.037,2.64285714285714,4,15,32,0,27,30
 A-N32-K5  , RAB       ,0.014,0.033,2.35714285714286,4,19,32,0,28,30
 A-N32-K5  , RAB       ,0.016,0.041,2.5625,4,18,32,0,29,30
 A-N32-K5  , RAB       ,0.011,0.033,3,4,16,32,0,30,30
 A-N32-K5  , RARB      ,0.11,0.316,2.87272727272727,17,27,32,1,1,30
 A-N32-K5  , RARB      ,0.084,0.233,2.77380952380952,13,26,32,1,2,30
 A-N32-K5  , RARB      ,0.139,0.365,2.62589928057554,19,35,32,1,3,30
 A-N32-K5  , RARB      ,0.114,0.294,2.57894736842105,18,29,32,1,4,30
 A-N32-K5  , RARB      ,0.098,0.257,2.62244897959184,16,27,32,1,5,30
 A-N32-K5  , RARB      ,0.124,0.313,2.5241935483871,18,31,32,1,6,30
 A-N32-K5  , RARB      ,0.126,0.335,2.65873015873016,17,34,32,1,7,30
 A-N32-K5  , RARB      ,0.104,0.279,2.68269230769231,18,28,32,1,8,30
 A-N32-K5  , RARB      ,0.118,0.326,2.76271186440678,17,33,32,1,9,30
 A-N32-K5  , RARB      ,0.088,0.242,2.75,17,24,32,1,10,30
 A-N32-K5  , RARB      ,0.108,0.274,2.53703703703704,21,26,32,1,11,30
 A-N32-K5  , RARB      ,0.084,0.241,2.86904761904762,13,26,32,1,12,30
 A-N32-K5  , RARB      ,0.136,0.348,2.55882352941176,17,36,32,1,13,30
 A-N32-K5  , RARB      ,0.134,0.343,2.55970149253731,19,34,32,1,14,30
 A-N32-K5  , RARB      ,0.124,0.326,2.62903225806452,18,33,32,1,15,30
 A-N32-K5  , RARB      ,0.114,0.304,2.66666666666667,16,32,32,1,16,30
 A-N32-K5  , RARB      ,0.108,0.303,2.80555555555556,16,31,32,1,17,30
 A-N32-K5  , RARB      ,0.12,0.299,2.49166666666667,19,27,32,1,18,30
 A-N32-K5  , RARB      ,0.088,0.252,2.86363636363636,13,28,32,1,19,30
 A-N32-K5  , RARB      ,0.106,0.289,2.72641509433962,17,29,32,1,20,30
 A-N32-K5  , RARB      ,0.107,0.283,2.64485981308411,19,28,32,1,21,30
 A-N32-K5  , RARB      ,0.077,0.216,2.80519480519481,17,21,32,1,22,30
 A-N32-K5  , RARB      ,0.102,0.277,2.7156862745098,13,31,32,1,23,30
 A-N32-K5  , RARB      ,0.105,0.286,2.72380952380952,16,30,32,1,24,30
 A-N32-K5  , RARB      ,0.107,0.308,2.8785046728972,13,34,32,1,25,30
 A-N32-K5  , RARB      ,0.115,0.285,2.47826086956522,16,30,32,1,26,30
 A-N32-K5  , RARB      ,0.108,0.298,2.75925925925926,15,32,32,1,27,30
 A-N32-K5  , RARB      ,0.12,0.339,2.825,15,36,32,1,28,30
 A-N32-K5  , RARB      ,0.096,0.248,2.58333333333333,14,27,32,1,29,30
 A-N32-K5  , RARB      ,0.122,0.32,2.62295081967213,17,33,32,1,30,30
 A-N32-K5  , RARB      ,0.047,0.16,3.40425531914894,4,21,32,0,1,30
 A-N32-K5  , RARB      ,0.051,0.183,3.58823529411765,4,24,32,0,2,30
 A-N32-K5  , RARB      ,0.049,0.17,3.46938775510204,4,23,32,0,3,30
 A-N32-K5  , RARB      ,0.041,0.143,3.48780487804878,4,18,32,0,4,30
 A-N32-K5  , RARB      ,0.038,0.136,3.57894736842105,4,18,32,0,5,30
 A-N32-K5  , RARB      ,0.057,0.238,4.17543859649123,4,24,32,0,6,30
 A-N32-K5  , RARB      ,0.045,0.166,3.68888888888889,4,21,32,0,7,30
 A-N32-K5  , RARB      ,0.056,0.189,3.375,4,26,32,0,8,30
 A-N32-K5  , RARB      ,0.048,0.169,3.52083333333333,4,22,32,0,9,30
 A-N32-K5  , RARB      ,0.045,0.148,3.28888888888889,4,20,32,0,10,30
 A-N32-K5  , RARB      ,0.038,0.135,3.55263157894737,4,18,32,0,11,30
 A-N32-K5  , RARB      ,0.05,0.149,2.98,4,20,32,0,12,30
 A-N32-K5  , RARB      ,0.057,0.196,3.43859649122807,4,27,32,0,13,30
 A-N32-K5  , RARB      ,0.054,0.176,3.25925925925926,4,24,32,0,14,30
 A-N32-K5  , RARB      ,0.047,0.18,3.82978723404255,4,22,32,0,15,30
 A-N32-K5  , RARB      ,0.047,0.163,3.46808510638298,4,22,32,0,16,30
 A-N32-K5  , RARB      ,0.045,0.147,3.26666666666667,4,20,32,0,17,30
 A-N32-K5  , RARB      ,0.041,0.148,3.60975609756098,4,19,32,0,18,30
 A-N32-K5  , RARB      ,0.056,0.183,3.26785714285714,4,25,32,0,19,30
 A-N32-K5  , RARB      ,0.041,0.141,3.4390243902439,4,19,32,0,20,30
 A-N32-K5  , RARB      ,0.052,0.183,3.51923076923077,4,24,32,0,21,30
 A-N32-K5  , RARB      ,0.047,0.164,3.48936170212766,4,22,32,0,22,30
 A-N32-K5  , RARB      ,0.055,0.163,2.96363636363636,4,22,32,0,23,30
 A-N32-K5  , RARB      ,0.041,0.144,3.51219512195122,4,19,32,0,24,30
 A-N32-K5  , RARB      ,0.051,0.156,3.05882352941176,4,21,32,0,25,30
 A-N32-K5  , RARB      ,0.045,0.156,3.46666666666667,4,21,32,0,26,30
 A-N32-K5  , RARB      ,0.036,0.129,3.58333333333333,4,17,32,0,27,30
 A-N32-K5  , RARB      ,0.048,0.163,3.39583333333333,4,22,32,0,28,30
 A-N32-K5  , RARB      ,0.047,0.164,3.48936170212766,4,22,32,0,29,30
 A-N32-K5  , RARB      ,0.05,0.177,3.54,4,23,32,0,30,30
 A-N32-K5  , RARAC     ,0.167,0.309,1.8502994011976,17,23,32,1,1,30
 A-N32-K5  , RARAC     ,0.149,0.295,1.97986577181208,13,22,32,1,2,30
 A-N32-K5  , RARAC     ,0.135,0.268,1.98518518518519,19,18,32,1,3,30
 A-N32-K5  , RARAC     ,0.149,0.283,1.8993288590604,18,21,32,1,4,30
 A-N32-K5  , RARAC     ,0.116,0.232,2,16,17,32,1,5,30
 A-N32-K5  , RARAC     ,0.117,0.24,2.05128205128205,18,17,32,1,6,30
 A-N32-K5  , RARAC     ,0.094,0.202,2.14893617021277,17,14,32,1,7,30
 A-N32-K5  , RARAC     ,0.127,0.266,2.09448818897638,18,19,32,1,8,30
 A-N32-K5  , RARAC     ,0.14,0.29,2.07142857142857,17,21,32,1,9,30
 A-N32-K5  , RARAC     ,0.153,0.284,1.8562091503268,17,21,32,1,10,30
 A-N32-K5  , RARAC     ,0.084,0.17,2.02380952380952,21,12,32,1,11,30
 A-N32-K5  , RARAC     ,0.147,0.284,1.93197278911565,13,21,32,1,12,30
 A-N32-K5  , RARAC     ,0.155,0.31,2,17,23,32,1,13,30
 A-N32-K5  , RARAC     ,0.108,0.229,2.12037037037037,19,16,32,1,14,30
 A-N32-K5  , RARAC     ,0.107,0.207,1.93457943925234,18,15,32,1,15,30
 A-N32-K5  , RARAC     ,0.119,0.247,2.07563025210084,16,18,32,1,16,30
 A-N32-K5  , RARAC     ,0.161,0.33,2.04968944099379,16,24,32,1,17,30
 A-N32-K5  , RARAC     ,0.114,0.219,1.92105263157895,19,16,32,1,18,30
 A-N32-K5  , RARAC     ,0.135,0.273,2.02222222222222,13,20,32,1,19,30
 A-N32-K5  , RARAC     ,0.126,0.266,2.11111111111111,17,19,32,1,20,30
 A-N32-K5  , RARAC     ,0.123,0.246,2,19,18,32,1,21,30
 A-N32-K5  , RARAC     ,0.109,0.247,2.26605504587156,17,16,32,1,22,30
 A-N32-K5  , RARAC     ,0.138,0.276,2,13,20,32,1,23,30
 A-N32-K5  , RARAC     ,0.128,0.258,2.015625,16,19,32,1,24,30
 A-N32-K5  , RARAC     ,0.106,0.226,2.13207547169811,13,16,32,1,25,30
 A-N32-K5  , RARAC     ,0.15,0.297,1.98,16,22,32,1,26,30
 A-N32-K5  , RARAC     ,0.127,0.266,2.09448818897638,15,19,32,1,27,30
 A-N32-K5  , RARAC     ,0.153,0.295,1.9281045751634,15,22,32,1,28,30
 A-N32-K5  , RARAC     ,0.14,0.284,2.02857142857143,14,21,32,1,29,30
 A-N32-K5  , RARAC     ,0.124,0.254,2.04838709677419,17,18,32,1,30,30
 A-N32-K5  , RARAC     ,0.152,0.342,2.25,4,24,32,0,1,30
 A-N32-K5  , RARAC     ,0.156,0.311,1.99358974358974,4,23,32,0,2,30
 A-N32-K5  , RARAC     ,0.16,0.343,2.14375,4,25,32,0,3,30
 A-N32-K5  , RARAC     ,0.152,0.333,2.19078947368421,4,24,32,0,4,30
 A-N32-K5  , RARAC     ,0.23,0.493,2.14347826086956,4,36,32,0,5,30
 A-N32-K5  , RARAC     ,0.167,0.358,2.1437125748503,4,26,32,0,6,30
 A-N32-K5  , RARAC     ,0.179,0.386,2.15642458100559,4,28,32,0,7,30
 A-N32-K5  , RARAC     ,0.206,0.439,2.13106796116505,4,31,32,0,8,30
 A-N32-K5  , RARAC     ,0.107,0.243,2.27102803738318,4,17,32,0,9,30
 A-N32-K5  , RARAC     ,0.155,0.314,2.0258064516129,4,23,32,0,10,30
 A-N32-K5  , RARAC     ,0.203,0.42,2.06896551724138,4,31,32,0,11,30
 A-N32-K5  , RARAC     ,0.147,0.314,2.13605442176871,4,23,32,0,12,30
 A-N32-K5  , RARAC     ,0.14,0.293,2.09285714285714,4,22,32,0,13,30
 A-N32-K5  , RARAC     ,0.191,0.402,2.10471204188482,4,29,32,0,14,30
 A-N32-K5  , RARAC     ,0.152,0.333,2.19078947368421,4,24,32,0,15,30
 A-N32-K5  , RARAC     ,0.197,0.424,2.15228426395939,4,31,32,0,16,30
 A-N32-K5  , RARAC     ,0.178,0.385,2.16292134831461,4,28,32,0,17,30
 A-N32-K5  , RARAC     ,0.14,0.306,2.18571428571429,4,22,32,0,18,30
 A-N32-K5  , RARAC     ,0.152,0.334,2.19736842105263,4,24,32,0,19,30
 A-N32-K5  , RARAC     ,0.161,0.345,2.14285714285714,4,25,32,0,20,30
 A-N32-K5  , RARAC     ,0.18,0.366,2.03333333333333,4,27,32,0,21,30
 A-N32-K5  , RARAC     ,0.204,0.418,2.04901960784314,4,31,32,0,22,30
 A-N32-K5  , RARAC     ,0.159,0.286,1.79874213836478,4,21,32,0,23,30
 A-N32-K5  , RARAC     ,0.131,0.301,2.29770992366412,4,21,32,0,24,30
 A-N32-K5  , RARAC     ,0.129,0.284,2.2015503875969,4,20,32,0,25,30
 A-N32-K5  , RARAC     ,0.126,0.268,2.12698412698413,4,19,32,0,26,30
 A-N32-K5  , RARAC     ,0.225,0.459,2.04,4,34,32,0,27,30
 A-N32-K5  , RARAC     ,0.129,0.271,2.10077519379845,4,20,32,0,28,30
 A-N32-K5  , RARAC     ,0.196,0.423,2.15816326530612,4,31,32,0,29,30
 A-N32-K5  , RARAC     ,0.223,0.458,2.05381165919283,4,34,32,0,30,30
 A-N32-K5  , REF       ,0.003,0.005,1.66666666666667,17,5,32,1,1,30
 A-N32-K5  , REF       ,0.009,0.019,2.11111111111111,13,7,32,1,2,30
 A-N32-K5  , REF       ,0.002,0.003,1.5,19,4,32,1,3,30
 A-N32-K5  , REF       ,0.007,0.008,1.14285714285714,18,5,32,1,4,30
 A-N32-K5  , REF       ,0.004,0.008,2,16,4,32,1,5,30
 A-N32-K5  , REF       ,0.004,0.007,1.75,18,5,32,1,6,30
 A-N32-K5  , REF       ,0.004,0.007,1.75,17,4,32,1,7,30
 A-N32-K5  , REF       ,0.014,0.029,2.07142857142857,18,7,32,1,8,30
 A-N32-K5  , REF       ,0.004,0.008,2,17,5,32,1,9,30
 A-N32-K5  , REF       ,0.003,0.004,1.33333333333333,17,4,32,1,10,30
 A-N32-K5  , REF       ,0.003,0.005,1.66666666666667,21,3,32,1,11,30
 A-N32-K5  , REF       ,0.015,0.039,2.6,13,9,32,1,12,30
 A-N32-K5  , REF       ,0.003,0.009,3,17,4,32,1,13,30
 A-N32-K5  , REF       ,0.003,0.006,2,19,4,32,1,14,30
 A-N32-K5  , REF       ,0.002,0.003,1.5,18,2,32,1,15,30
 A-N32-K5  , REF       ,0.005,0.005,1,16,4,32,1,16,30
 A-N32-K5  , REF       ,0.006,0.015,2.5,16,5,32,1,17,30
 A-N32-K5  , REF       ,0.002,0.002,1,19,3,32,1,18,30
 A-N32-K5  , REF       ,0.006,0.014,2.33333333333333,13,5,32,1,19,30
 A-N32-K5  , REF       ,0.003,0.004,1.33333333333333,17,3,32,1,20,30
 A-N32-K5  , REF       ,0.004,0.004,1,19,3,32,1,21,30
 A-N32-K5  , REF       ,0.005,0.009,1.8,17,5,32,1,22,30
 A-N32-K5  , REF       ,0.011,0.016,1.45454545454545,13,5,32,1,23,30
 A-N32-K5  , REF       ,0.003,0.008,2.66666666666667,16,4,32,1,24,30
 A-N32-K5  , REF       ,0.007,0.014,2,13,6,32,1,25,30
 A-N32-K5  , REF       ,0.006,0.012,2,16,5,32,1,26,30
 A-N32-K5  , REF       ,0.006,0.014,2.33333333333333,15,4,32,1,27,30
 A-N32-K5  , REF       ,0.002,0.004,2,15,3,32,1,28,30
 A-N32-K5  , REF       ,0.01,0.025,2.5,14,6,32,1,29,30
 A-N32-K5  , REF       ,0.005,0.007,1.4,17,4,32,1,30,30
 A-N32-K5  , REF       ,0.124,0.3,2.41935483870968,4,16,32,0,1,30
 A-N32-K5  , REF       ,0.104,0.254,2.44230769230769,4,14,32,0,2,30
 A-N32-K5  , REF       ,0.199,0.449,2.25628140703518,4,15,32,0,3,30
 A-N32-K5  , REF       ,0.185,0.416,2.24864864864865,4,19,32,0,4,30
 A-N32-K5  , REF       ,0.197,0.475,2.41116751269036,4,21,32,0,5,30
 A-N32-K5  , REF       ,0.126,0.287,2.27777777777778,4,16,32,0,6,30
 A-N32-K5  , REF       ,0.119,0.286,2.40336134453781,4,14,32,0,7,30
 A-N32-K5  , REF       ,0.126,0.33,2.61904761904762,4,16,32,0,8,30
 A-N32-K5  , REF       ,0.147,0.341,2.31972789115646,4,18,32,0,9,30
 A-N32-K5  , REF       ,0.167,0.392,2.34730538922156,4,17,32,0,10,30
 A-N32-K5  , REF       ,0.169,0.401,2.37278106508876,4,15,32,0,11,30
 A-N32-K5  , REF       ,0.153,0.375,2.45098039215686,4,18,32,0,12,30
 A-N32-K5  , REF       ,0.135,0.33,2.44444444444444,4,17,32,0,13,30
 A-N32-K5  , REF       ,0.195,0.461,2.36410256410256,4,18,32,0,14,30
 A-N32-K5  , REF       ,0.133,0.307,2.30827067669173,4,16,32,0,15,30
 A-N32-K5  , REF       ,0.185,0.416,2.24864864864865,4,18,32,0,16,30
 A-N32-K5  , REF       ,0.107,0.261,2.4392523364486,4,16,32,0,17,30
 A-N32-K5  , REF       ,0.246,0.556,2.26016260162602,4,20,32,0,18,30
 A-N32-K5  , REF       ,0.146,0.342,2.34246575342466,4,17,32,0,19,30
 A-N32-K5  , REF       ,0.167,0.391,2.34131736526946,4,17,32,0,20,30
 A-N32-K5  , REF       ,0.155,0.357,2.30322580645161,4,19,32,0,21,30
 A-N32-K5  , REF       ,0.136,0.339,2.49264705882353,4,16,32,0,22,30
 A-N32-K5  , REF       ,0.112,0.275,2.45535714285714,4,13,32,0,23,30
 A-N32-K5  , REF       ,0.101,0.252,2.49504950495049,4,13,32,0,24,30
 A-N32-K5  , REF       ,0.139,0.342,2.46043165467626,4,19,32,0,25,30
 A-N32-K5  , REF       ,0.134,0.331,2.47014925373134,4,18,32,0,26,30
 A-N32-K5  , REF       ,0.176,0.391,2.22159090909091,4,13,32,0,27,30
 A-N32-K5  , REF       ,0.091,0.244,2.68131868131868,4,15,32,0,28,30
 A-N32-K5  , REF       ,0.15,0.366,2.44,4,15,32,0,29,30
 A-N32-K5  , REF       ,0.145,0.364,2.51034482758621,4,19,32,0,30,30
 A-N32-K5  , RERF      ,0.947,2.603,2.74868004223865,17,29,32,1,1,30
 A-N32-K5  , RERF      ,0.841,2.349,2.79310344827586,13,28,32,1,2,30
 A-N32-K5  , RERF      ,0.945,2.518,2.66455026455026,19,31,32,1,3,30
 A-N32-K5  , RERF      ,1.122,3.02,2.69162210338681,18,33,32,1,4,30
 A-N32-K5  , RERF      ,0.59,1.616,2.73898305084746,16,20,32,1,5,30
 A-N32-K5  , RERF      ,1.028,2.974,2.89299610894942,18,30,32,1,6,30
 A-N32-K5  , RERF      ,1.018,2.829,2.77897838899804,17,31,32,1,7,30
 A-N32-K5  , RERF      ,0.741,1.935,2.61133603238866,18,23,32,1,8,30
 A-N32-K5  , RERF      ,0.95,2.616,2.75368421052632,17,32,32,1,9,30
 A-N32-K5  , RERF      ,0.938,2.661,2.83688699360341,17,31,32,1,10,30
 A-N32-K5  , RERF      ,0.764,2.084,2.72774869109948,21,24,32,1,11,30
 A-N32-K5  , RERF      ,0.93,2.407,2.58817204301075,13,30,32,1,12,30
 A-N32-K5  , RERF      ,1.078,2.704,2.50834879406308,17,27,32,1,13,30
 A-N32-K5  , RERF      ,0.625,1.662,2.6592,19,21,32,1,14,30
